,0
1366,133881.10787723213
1367,242074.40497598934
1368,236359.743907595
1369,230878.23166635784
1370,189733.70996774186
1371,264716.2675877746
1372,290197.7545033836
1373,229782.71055955303
1374,212059.24607185897
1375,190954.5214319838
1376,182963.85976829717
1377,140700.01076307782
1378,194632.28737641635
1379,198287.3685253004
1380,208833.3757250265
1381,229982.99647183443
1382,153827.64084256714
1383,189038.8412059104
1384,138078.34353121452
1385,209551.91464962135
1386,206240.9504724518
1387,232560.5679287376
1388,206065.52928692798
1389,273754.47083189717
1390,215523.03638749407
1391,236303.4442957068
1392,241544.28717307324
1393,157205.00060969556
1394,214481.5405237542
1395,216096.4992090854
1396,194720.80481482146
1397,229213.2750198002
1398,90772.6162666904
1399,133151.55819828424
1400,133583.494616199
1401,194141.89383523643
1402,121731.85016425866
1403,214851.71512708117
1404,130269.57657505543
1405,158611.0906630732
1406,92523.17686477563
1407,103065.19399235223
1408,99203.68279427654
1409,122254.8521711811
1410,84230.99772669755
1411,14994.735521391558
1412,109918.71223068597
1413,141889.1419764304
1414,114674.51552709803
1415,178171.51091898527
1416,154244.15040788162
1417,180899.3043711516
1418,133372.26692326373
1419,107373.44297763651
1420,147604.25537139093
1421,196958.5962084707
1422,211905.69648030636
1423,224988.29688204997
1424,184900.37316979005
1425,234768.02255820623
1426,93650.14109353379
1427,147956.7264188361
1428,37973.873798912246
1429,61854.19227610307
1430,134972.42816638542
1431,29976.820768723846
1432,60064.54474910488
1433,25904.414149491873
1434,310213.0092520076
1435,260483.69960641186
1436,177760.9249368296
1437,146083.8547919777
1438,206428.82603593954
1439,148555.50879129817
1440,237930.309195365
1441,212777.8738507021
1442,314035.4659063342
1443,351676.7301966521
1444,76123.29023525
1445,199168.9381519878
1446,88165.33819680035
1447,114978.79216365344
1448,142190.22319108868
1449,56023.46172908024
1450,53051.31130512402
1451,148721.04820597154
1452,63067.260595191474
1453,52896.75726869737
1454,63472.69509920146
1455,60527.71089114869
1456,176268.95078569927
1457,96708.91693114069
1458,213319.89096031492
